,Date,stock,value,change
1934,7/24/2009,TEMP,7.889283,0.464579608
1935,7/24/2009,GAS,21.166433,0.06875509
1936,7/27/2009,HUM,19.388639,1.557757613
1937,7/27/2009,TEMP,7.925935,0.346823435
1938,7/27/2009,GAS,21.180986,-0.062461681
1939,7/28/2009,HUM,19.690667,1.406051913
1940,7/28/2009,TEMP,7.953424,-1.152069851
1941,7/28/2009,GAS,21.167756,0.018750216
1942,7/29/2009,HUM,19.967528,0.042018221
1943,7/29/2009,TEMP,7.861795,2.738916494
1944,7/29/2009,GAS,21.171725,1.724672883
1945,7/30/2009,HUM,19.975918,-1.21797156
1946,7/30/2009,TEMP,8.077123,0.397059696
1947,7/30/2009,GAS,21.536868,0.368572626
1948,7/31/2009,HUM,19.732617,1.318025886
1949,7/31/2009,TEMP,8.109194,3.22034471
1950,7/31/2009,GAS,21.616247,1.860581996
1951,8/3/2009,HUM,19.992698,-0.251781926
1952,8/3/2009,TEMP,8.370338,2.353584766
1953,8/3/2009,GAS,22.018435,-0.528756926
1954,8/4/2009,HUM,19.94236,0.168274968
1955,8/4/2009,TEMP,8.567341,-1.069526706
1956,8/4/2009,GAS,21.902011,-0.265779247
1957,8/5/2009,HUM,19.975918,-1.469969991
1958,8/5/2009,TEMP,8.475711,-1.081089244
1959,8/5/2009,GAS,21.8438,-0.726787464
1960,8/6/2009,HUM,19.682278,0.426256554
1961,8/6/2009,TEMP,8.384081,3.989083598
1962,8/6/2009,GAS,21.685042,0.97614291
1963,8/7/2009,HUM,19.766175,-0.594227259
1964,8/7/2009,TEMP,8.718529,0.893327303
1965,8/7/2009,GAS,21.896719,-0.477304385
1966,8/10/2009,HUM,19.648719,-1.23825884
1967,8/10/2009,TEMP,8.796414,-1.770835252
1968,8/10/2009,GAS,21.792205,-1.147405689
1969,8/11/2009,HUM,19.405417,1.729362476
1970,8/11/2009,TEMP,8.640644,1.961821364
1971,8/11/2009,GAS,21.54216,1.523064539
1972,8/12/2009,HUM,19.741007,0.382488087
1973,8/12/2009,TEMP,8.810158,2.132084351
1974,8/12/2009,GAS,21.870261,1.881308138
1975,8/13/2009,HUM,19.816514,0.296358885
1976,8/13/2009,TEMP,8.997998,-2.647655623
1977,8/13/2009,GAS,22.281708,-0.973753897
1978,8/14/2009,HUM,19.875242,-1.857325813
1979,8/14/2009,TEMP,8.759762,-2.615059633
1980,8/14/2009,GAS,22.064739,-4.311072975
1981,8/17/2009,HUM,19.506094,1.989614118
1982,8/17/2009,TEMP,8.530689,2.09452015
1983,8/17/2009,GAS,21.113512,2.763334683
1984,8/18/2009,HUM,19.89419,0.296860541
1985,8/18/2009,TEMP,8.709366,0.57864143
1986,8/18/2009,GAS,21.696949,0.365853282
1987,8/19/2009,HUM,19.953248,0.084567685
1988,8/19/2009,TEMP,8.759762,0.523005077
1989,8/19/2009,GAS,21.776328,1.051035785
1990,8/20/2009,HUM,19.970122,3.12632041
1991,8/20/2009,TEMP,8.805576,2.549430043
1992,8/20/2009,GAS,22.005205,1.737507103
1993,8/21/2009,HUM,20.594452,0.942234345
1994,8/21/2009,TEMP,9.030068,-2.384577835
1995,8/21/2009,GAS,22.387547,-0.094552565
1996,8/24/2009,HUM,20.7885,0
1997,8/24/2009,TEMP,8.814739,1.351361623
1998,8/24/2009,GAS,22.366379,0.20111436
1999,8/25/2009,HUM,20.7885,-0.365259639
2000,8/25/2009,TEMP,8.933858,-0.769230941
2001,8/25/2009,GAS,22.411361,-1.174734546
2002,8/26/2009,HUM,20.712568,0.570267289
2003,8/26/2009,TEMP,8.865136,0.465114128
2004,8/26/2009,GAS,22.148087,1.218570254
2005,8/27/2009,HUM,20.830685,-0.040502749
2006,8/27/2009,TEMP,8.906369,-0.565842264
2007,8/27/2009,GAS,22.417977,0.354077444
2008,8/28/2009,HUM,20.822248,-0.12155748
2009,8/28/2009,TEMP,8.855973,-1.758925868
2010,8/28/2009,GAS,22.497354,-1.082029469
2011,8/31/2009,HUM,20.796937,-2.636917158
2012,8/31/2009,TEMP,8.700203,-2.264349464
2013,8/31/2009,GAS,22.253926,-1.729977892
2014,9/1/2009,HUM,20.248539,-0.583330975
2015,9/1/2009,TEMP,8.5032,0
2016,9/1/2009,GAS,21.868938,-0.072600691
2017,9/2/2009,HUM,20.130423,1.047782255
2018,9/2/2009,TEMP,8.5032,0.700430426
2019,9/2/2009,GAS,21.853061,0.829394106
2020,9/3/2009,HUM,20.341346,2.115302498
2021,9/3/2009,TEMP,8.562759,1.765645863
2022,9/3/2009,GAS,22.034309,2.257583843
2023,9/4/2009,HUM,20.771627,0.812343684
2024,9/4/2009,TEMP,8.713947,0.946379408
2025,9/4/2009,GAS,22.531752,1.538375711
2026,9/8/2009,HUM,20.940364,-0.161152882
2027,9/8/2009,TEMP,8.796414,4.635411658
2028,9/8/2009,GAS,22.878375,-1.035099739
2029,9/9/2009,HUM,20.906618,0.887809783
2030,9/9/2009,TEMP,9.204164,-0.597316606
2031,9/9/2009,GAS,22.641561,0.82972636
2032,9/10/2009,HUM,21.092229,-0.559997713
2033,9/10/2009,TEMP,9.149186,-0.400603944
2034,9/10/2009,GAS,22.829424,-0.231801731
2035,9/11/2009,HUM,20.974113,0.563151348
2036,9/11/2009,TEMP,9.112534,0.955266669
2037,9/11/2009,GAS,22.776505,0.906131121
2038,9/14/2009,HUM,21.092229,0.800000797
2039,9/14/2009,TEMP,9.199583,-1.444228505
2040,9/14/2009,GAS,22.98289,0.828920993
2041,9/15/2009,HUM,21.260967,0
2042,9/15/2009,TEMP,9.06672,0.303185717
2043,9/15/2009,GAS,23.1734,3.830780119
2044,9/16/2009,HUM,21.260967,0.396821085
2045,9/16/2009,TEMP,9.094209,1.158693406
2046,9/16/2009,GAS,24.061122,1.473584648
2047,9/17/2009,HUM,21.345335,-0.158100119
2048,9/17/2009,TEMP,9.199583,3.386446973
2049,9/17/2009,GAS,24.415683,0.254672376
2050,9/18/2009,HUM,21.311588,0.158350471
2051,9/18/2009,TEMP,9.511122,-0.433524036
2052,9/18/2009,GAS,24.477863,-0.540480188
2053,9/21/2009,HUM,21.345335,1.857712704
2054,9/21/2009,TEMP,9.469889,-0.967593179
2055,9/21/2009,GAS,24.345565,0.249971607
2056,9/22/2009,HUM,21.74187,-0.232836458
2057,9/22/2009,TEMP,9.378259,-3.810440723
2058,9/22/2009,GAS,24.406422,0.552903658
2059,9/23/2009,HUM,21.691247,0.894600481
2060,9/23/2009,TEMP,9.020906,-2.64094316
2061,9/23/2009,GAS,24.541366,-0.905658634
2062,9/24/2009,HUM,21.885297,-1.503475141
2063,9/24/2009,TEMP,8.782669,3.442882796
2064,9/24/2009,GAS,24.319105,-0.788820148
2065,9/25/2009,HUM,21.556257,1.095895266
2066,9/25/2009,TEMP,9.085046,3.983865354
2067,9/25/2009,GAS,24.127271,2.072712658
2068,9/28/2009,HUM,21.792491,-0.309721362
2069,9/28/2009,TEMP,9.446982,-1.163927273
2070,9/28/2009,GAS,24.62736,-0.413645636
2071,9/29/2009,HUM,21.724995,-0.116506356
2072,9/29/2009,TEMP,9.337026,1.324832982
2073,9/29/2009,GAS,24.52549,-0.016183163
2074,9/30/2009,HUM,21.699684,-3.265941569
2075,9/30/2009,TEMP,9.460726,-3.292981955
2076,9/30/2009,GAS,24.521521,-2.422443534
2077,10/1/2009,HUM,20.990985,0.321542796
2078,10/1/2009,TEMP,9.149186,-1.151719945
2079,10/1/2009,GAS,23.927501,2.233772762
2080,10/2/2009,HUM,21.05848,-1.282048847
2081,10/2/2009,TEMP,9.043813,1.621064036
2082,10/2/2009,GAS,24.461987,0.60573166
2083,10/5/2009,HUM,20.7885,1.907472882
2084,10/5/2009,TEMP,9.190419,2.342983492
2085,10/5/2009,GAS,24.610161,2.144931112
2086,10/6/2009,HUM,21.185035,-0.039825282
2087,10/6/2009,TEMP,9.405749,-0.633229741
2088,10/6/2009,GAS,25.138032,0.126310604
2089,10/7/2009,HUM,21.176598,2.270912448
2090,10/7/2009,TEMP,9.346189,0.343134512
2091,10/7/2009,GAS,25.169784,-0.515109705
2092,10/8/2009,HUM,21.6575,-0.467473162
2093,10/8/2009,TEMP,9.378259,-1.123588077
2094,10/8/2009,GAS,25.040132,0.634010236
2095,10/9/2009,HUM,21.556257,0.665361338
2096,10/9/2009,TEMP,9.272886,0.592889851
2097,10/9/2009,GAS,25.198889,0.17850787
2098,10/12/2009,HUM,21.699684,0.349922146
2099,10/12/2009,TEMP,9.327864,-0.834971436
2100,10/12/2009,GAS,25.243871,-0.41402525
2101,10/13/2009,HUM,21.775616,0.581168404
2102,10/13/2009,TEMP,9.249979,1.73352826
2103,10/13/2009,GAS,25.139355,0.668350481
2104,10/14/2009,HUM,21.902169,2.889060896
2105,10/14/2009,TEMP,9.41033,0.876334836
2106,10/14/2009,GAS,25.307374,-0.381619997
2107,10/15/2009,HUM,22.534936,-0.786219229
2108,10/15/2009,TEMP,9.492796,-0.386103315
2109,10/15/2009,GAS,25.210796,-1.317165868
2110,10/16/2009,HUM,22.357762,-0.528299747
2111,10/16/2009,TEMP,9.456144,1.453499439
2112,10/16/2009,GAS,24.878728,0.962509016
2113,10/19/2009,HUM,22.239646,0.037936755
2114,10/19/2009,TEMP,9.593589,-1.957974226
2115,10/19/2009,GAS,25.118188,4.687658998
2116,10/20/2009,HUM,22.248083,0.796356252
2117,10/20/2009,TEMP,9.405749,-0.925476536
2118,10/20/2009,GAS,26.295643,3.099220658
2119,10/21/2009,HUM,22.425257,0.037622757
2120,10/21/2009,TEMP,9.318701,1.573245026
2121,10/21/2009,GAS,27.110603,0.136636577
2122,10/22/2009,HUM,22.433694,5.377964057
2123,10/22/2009,TEMP,9.465307,-1.887693659
2124,10/22/2009,GAS,27.147646,-0.614038506
2125,10/23/2009,HUM,23.64017,2.355461065
2126,10/23/2009,TEMP,9.286631,-1.085355927
2127,10/23/2009,GAS,26.980949,-0.715894018
2128,10/26/2009,HUM,24.197005,-0.313807432
2129,10/26/2009,TEMP,9.185838,-4.788022606
2130,10/26/2009,GAS,26.787794,-2.523701653
2131,10/27/2009,HUM,24.121073,-1.993704841
2132,10/27/2009,TEMP,8.746018,-1.833428653
2133,10/27/2009,GAS,26.11175,-2.518119238
2134,10/28/2009,HUM,23.64017,0.713772363
2135,10/28/2009,TEMP,8.585666,4.162228067
2136,10/28/2009,GAS,25.454225,2.053014775
2137,10/29/2009,HUM,23.808907,-1.736354382
2138,10/29/2009,TEMP,8.943021,-2.766402986
2139,10/29/2009,GAS,25.976804,-3.997959102
2140,10/30/2009,HUM,23.3955,0.540928811
2141,10/30/2009,TEMP,8.695621,2.107486055
2142,10/30/2009,GAS,24.938262,0.429701156
2143,11/2/2009,HUM,23.522053,-1.255375115
2144,11/2/2009,TEMP,8.87888,0.206399906
2145,11/2/2009,GAS,25.045422,-0.295810548
2146,11/3/2009,HUM,23.226763,1.925167101
2147,11/3/2009,TEMP,8.897206,-1.081361947
2148,11/3/2009,GAS,24.971335,1.091395394
2149,11/4/2009,HUM,23.673917,1.461152373
2150,11/4/2009,TEMP,8.800995,2.550757045
2151,11/4/2009,GAS,25.243871,1.687538334
2152,11/5/2009,HUM,24.019829,0.175629893
2153,11/5/2009,TEMP,9.025487,7.208120736
2154,11/5/2009,GAS,25.669871,0.159774858
2155,11/6/2009,HUM,24.062015,1.647962567
2156,11/6/2009,TEMP,9.676055,-0.094697684
2157,11/6/2009,GAS,25.710885,3.663681744
2158,11/9/2009,HUM,24.458548,0.068990195
2159,11/9/2009,TEMP,9.666892,1.469189891
2160,11/9/2009,GAS,26.65285,0.75448967
2161,11/10/2009,HUM,24.475422,0.379184473
2162,11/10/2009,TEMP,9.808917,1.401214833
2163,11/10/2009,GAS,26.853943,0.133023296
2164,11/11/2009,HUM,24.568229,0.82417418
2165,11/11/2009,TEMP,9.946361,-0.13818119
2166,11/11/2009,GAS,26.889665,-0.619929627
2167,11/12/2009,HUM,24.770714,0.919614186
2168,11/12/2009,TEMP,9.932617,0.461258095
2169,11/12/2009,GAS,26.722968,1.21788493
2170,11/13/2009,HUM,24.998509,-0.303742115
2171,11/13/2009,TEMP,9.978432,1.285572723
2172,11/13/2009,GAS,27.048423,1.066272884
2173,11/16/2009,HUM,24.922578,2.006120715
2174,11/16/2009,TEMP,10.106712,-0.31731388
2175,11/16/2009,GAS,27.336833,0.179062439
2176,11/17/2009,HUM,25.422555,0.366666529
2177,11/17/2009,TEMP,10.074642,-1.227825267
2178,11/17/2009,GAS,27.385783,-0.502413972
2179,11/18/2009,HUM,25.515771,-1.095980992
2180,11/18/2009,TEMP,9.950943,-0.874771366
2181,11/18/2009,GAS,27.248193,-2.646146113
2182,11/19/2009,HUM,25.236123,-0.537273495
2183,11/19/2009,TEMP,9.863895,-0.55736603
2184,11/19/2009,GAS,26.527166,-0.294249299
2185,11/20/2009,HUM,25.100536,1.080351432
2186,11/20/2009,TEMP,9.808917,0.934150019
2187,11/20/2009,GAS,26.44911,2.98119294
2188,11/23/2009,HUM,25.37171,-0.100202154
2189,11/23/2009,TEMP,9.900547,-1.295696086
2190,11/23/2009,GAS,27.237609,-0.69943364
2191,11/24/2009,HUM,25.346287,-0.401198803
2192,11/24/2009,TEMP,9.772266,2.297225638
2193,11/24/2009,GAS,27.0471,-0.122286678
2194,11/25/2009,HUM,25.244598,-1.913399453
2195,11/25/2009,TEMP,9.996757,-1.787339634
2196,11/25/2009,GAS,27.014025,-1.763065667
2197,11/27/2009,HUM,24.761568,0.650241536
2198,11/27/2009,TEMP,9.818081,2.193178076
2199,11/27/2009,GAS,26.53775,-0.339000104
2200,11/30/2009,HUM,24.922578,2.040122013
2201,11/30/2009,TEMP,10.033409,-0.776256604
2202,11/30/2009,GAS,26.447787,-1.470663689
2203,12/1/2009,HUM,25.431029,-0.766410199
2204,12/1/2009,TEMP,9.955524,-0.230093363
2205,12/1/2009,GAS,26.058829,-0.375688409
2206,12/2/2009,HUM,25.236123,0.167894252
2207,12/2/2009,TEMP,9.932617,-2.583025199
2208,12/2/2009,GAS,25.960929,0.127399139
2209,12/3/2009,HUM,25.278493,0.502850387
2210,12/3/2009,TEMP,9.676055,2.27272375
2211,12/3/2009,GAS,25.994003,-1.60830173
2212,12/4/2009,HUM,25.405606,-0.63374989
2213,12/4/2009,TEMP,9.895965,-0.925922838
2214,12/4/2009,GAS,25.575941,-2.260503338
2215,12/7/2009,HUM,25.244598,-0.738510473
2216,12/7/2009,TEMP,9.804336,-0.841127844
2217,12/7/2009,GAS,24.997796,0.486902925
2218,12/8/2009,HUM,25.058164,0.473450489
2219,12/8/2009,TEMP,9.721869,0.377005697
2220,12/8/2009,GAS,25.119511,4.176538309
2221,12/9/2009,HUM,25.176802,0.53854735
2222,12/9/2009,TEMP,9.758521,4.741784129
2223,12/9/2009,GAS,26.168637,-0.692619184
2224,12/10/2009,HUM,25.312391,-0.066959301
2225,12/10/2009,TEMP,10.221249,0.403404711
2226,12/10/2009,GAS,25.987388,-0.895992318
2227,12/11/2009,HUM,25.295442,0.871022534
2228,12/11/2009,TEMP,10.262482,1.9642909
2229,12/11/2009,GAS,25.754543,1.186621716
2230,12/14/2009,HUM,25.515771,-0.298905332
2231,12/14/2009,TEMP,10.464067,-0.481610066
2232,12/14/2009,GAS,26.060152,-1.426538111
2233,12/15/2009,HUM,25.439503,0.266491055
2234,12/15/2009,TEMP,10.413671,-1.275842112
2235,12/15/2009,GAS,25.688394,0.442912079
2236,12/16/2009,HUM,25.507297,-1.661128578
2237,12/16/2009,TEMP,10.280809,-0.846703795
2238,12/16/2009,GAS,25.802171,-1.625394235
2239,12/17/2009,HUM,25.083588,2.567567287
2240,12/17/2009,TEMP,10.193761,6.426960569
2241,12/17/2009,GAS,25.382784,1.860733637
2242,12/18/2009,HUM,25.727626,0.527009371
2243,12/18/2009,TEMP,10.84891,-2.280404207
2244,12/18/2009,GAS,25.85509,1.432735295
2245,12/21/2009,HUM,25.863213,0.982959851
2246,12/21/2009,TEMP,10.601511,2.506482331
2247,12/21/2009,GAS,26.225525,1.074514238
2248,12/22/2009,HUM,26.117438,0.32446521
2249,12/22/2009,TEMP,10.867236,0.084317668
2250,12/22/2009,GAS,26.507322,0.868439294
2251,12/23/2009,HUM,26.20218,0.25873038
2252,12/23/2009,TEMP,10.876399,-0.336986534
2253,12/23/2009,GAS,26.737522,3.433942009
2254,12/24/2009,HUM,26.269973,0.548386555
2255,12/24/2009,TEMP,10.839747,0.633981586
2256,12/24/2009,GAS,27.655673,1.229425876
2257,12/28/2009,HUM,26.414034,0.705806618
2258,12/28/2009,TEMP,10.908469,-1.259975162
2259,12/28/2009,GAS,27.995679,-1.18614019
2260,12/29/2009,HUM,26.600466,-1.36986322
2261,12/29/2009,TEMP,10.771025,-0.850698982
2262,12/29/2009,GAS,27.663611,1.214725728
2263,12/30/2009,HUM,26.236076,-1.550388099
2264,12/30/2009,TEMP,10.679396,-1.072504475
2265,12/30/2009,GAS,27.999648,-0.429973263
2266,12/31/2009,HUM,25.829315,1.541999856
2267,12/31/2009,TEMP,10.564859,-0.043370195
2268,12/31/2009,GAS,27.879257,1.556490548
2269,1/4/2010,HUM,26.227603,0.032305659
2270,1/4/2010,TEMP,10.560277,2.342741578
2271,1/4/2010,GAS,28.313195,0.172887588
2272,1/5/2010,HUM,26.236076,-0.613693145
2273,1/5/2010,TEMP,10.807677,-0.720645149
2274,1/5/2010,GAS,28.362145,-1.590630751
2275,1/6/2010,HUM,26.075067,-1.039970482
2276,1/6/2010,TEMP,10.729792,-0.256183904
2277,1/6/2010,GAS,27.911008,-0.184858963
2278,1/7/2010,HUM,25.803894,0.689651725
2279,1/7/2010,TEMP,10.702304,-0.342468313
2280,1/7/2010,GAS,27.859412,0.664830973
2281,1/8/2010,HUM,25.981851,-1.272014838
2282,1/8/2010,TEMP,10.665652,-0.300694229
2283,1/8/2010,GAS,28.04463,-0.882158189
2284,1/11/2010,HUM,25.651358,-0.660721354
2285,1/11/2010,TEMP,10.633581,-1.680308825
2286,1/11/2010,GAS,27.797232,-1.137501748
2287,1/12/2010,HUM,25.481874,0.93115993
2288,1/12/2010,TEMP,10.454904,2.453987143
2289,1/12/2010,GAS,27.481038,1.410554434
2290,1/13/2010,HUM,25.719151,2.009883608
2291,1/13/2010,TEMP,10.711466,0.727118025
2292,1/13/2010,GAS,27.868673,-0.579159259
2293,1/14/2010,HUM,26.236076,-0.322994186
2294,1/14/2010,TEMP,10.789351,-1.188959373
2295,1/14/2010,GAS,27.707269,-1.671204044
2296,1/15/2010,HUM,26.151335,0.777704083
2297,1/15/2010,TEMP,10.66107,1.332183355
2298,1/15/2010,GAS,27.244224,4.423829433
2299,1/19/2010,HUM,26.354715,-1.639869754
2300,1/19/2010,TEMP,10.803095,-1.22985126
2301,1/19/2010,GAS,28.449462,-1.539245276
2302,1/20/2010,HUM,25.922532,-1.896045494
2303,1/20/2010,TEMP,10.670233,1.674537004
2304,1/20/2010,GAS,28.011555,-1.728618779
2305,1/21/2010,HUM,25.431029,-3.498836009
2306,1/21/2010,TEMP,10.84891,-3.251690723
2307,1/21/2010,GAS,27.527342,-4.959868628
2308,1/22/2010,HUM,24.541239,1.243095347
2309,1/22/2010,TEMP,10.496137,-2.226104709
2310,1/22/2010,GAS,26.162022,2.690266066
2311,1/25/2010,HUM,24.84631,0.613914098
2312,1/25/2010,TEMP,10.262482,0.62500475
2313,1/25/2010,GAS,26.86585,1.413307228
2314,1/26/2010,HUM,24.998845,0.576274624
2315,1/26/2010,TEMP,10.326623,-0.576751955
2316,1/26/2010,GAS,27.245547,0.942021828
2317,1/27/2010,HUM,25.142907,-1.718910228
2318,1/27/2010,TEMP,10.267064,-1.4725534
2319,1/27/2010,GAS,27.502206,-4.132195795
2320,1/28/2010,HUM,24.710723,-3.360767712
2321,1/28/2010,TEMP,10.115876,-1.313400836
2322,1/28/2010,GAS,26.365761,-3.627875562
2323,1/29/2010,HUM,23.880253,0.816180633
2324,1/29/2010,TEMP,9.983014,2.019259915
2325,1/29/2010,GAS,25.409244,1.390190908
2326,2/1/2010,HUM,24.075159,0.17599053
2327,2/1/2010,TEMP,10.184597,0.989661152
2328,2/1/2010,GAS,25.762481,0.580289608
2329,2/2/2010,HUM,24.117529,0.597333168
2330,2/2/2010,TEMP,10.28539,-0.089087531
2331,2/2/2010,GAS,25.911978,1.720613532
2332,2/3/2010,HUM,24.261591,-2.759340886
2333,2/3/2010,TEMP,10.276227,-2.764156533
2334,2/3/2010,GAS,26.357823,-3.60387123
2335,2/4/2010,HUM,23.592131,0.646550326
2336,2/4/2010,TEMP,9.992176,-0.504354607
2337,2/4/2010,GAS,25.407921,1.775580143
2338,2/5/2010,HUM,23.744666,-1.070665723
2339,2/5/2010,TEMP,9.94178,0.967744207
2340,2/5/2010,GAS,25.859059,-0.685562456
2341,2/8/2010,HUM,23.49044,1.046178786
2342,2/8/2010,TEMP,10.037991,1.277954921
2343,2/8/2010,GAS,25.681779,1.066351361
2344,2/9/2010,HUM,23.736192,-0.071405725
2345,2/9/2010,TEMP,10.166272,0.81118231
2346,2/9/2010,GAS,25.955637,-0.545388272
2347,2/10/2010,HUM,23.719243,0.46445833
2348,2/10/2010,TEMP,10.248739,0.849343514
2349,2/10/2010,GAS,25.814078,1.81938708
2350,2/11/2010,HUM,23.829409,-0.675677689
2351,2/11/2010,TEMP,10.335786,0.177306303
2352,2/11/2010,GAS,26.283736,0.860722387
2353,2/12/2010,HUM,23.668399,1.978418566
2354,2/12/2010,TEMP,10.354112,1.238937728
2355,2/12/2010,GAS,26.509966,1.507138862
2356,2/16/2010,HUM,24.136659,0.846558755
2357,2/16/2010,TEMP,10.482393,1.180064514
2358,2/16/2010,GAS,26.909508,-0.417893185
2359,2/17/2010,HUM,24.34099,1.329132463
2360,2/17/2010,TEMP,10.606092,0.475170308
2361,2/17/2010,GAS,26.797055,0.187606437
2362,2/18/2010,HUM,24.664514,-0.690364302
2363,2/18/2010,TEMP,10.656489,0.429925841
2364,2/18/2010,GAS,26.847328,-0.620903503
2365,2/19/2010,HUM,24.494239,-0.139036775
2366,2/19/2010,TEMP,10.702304,-1.969183458
2367,2/19/2010,GAS,26.680632,-0.619824148
2368,2/22/2010,HUM,24.460183,-1.392270859
2369,2/22/2010,TEMP,10.491556,-0.960696392
2370,2/22/2010,GAS,26.515259,-1.676479947
2371,2/23/2010,HUM,24.119631,1.058942403
2372,2/23/2010,TEMP,10.390764,1.763662422
2373,2/23/2010,GAS,26.070736,1.826856749
2374,2/24/2010,HUM,24.375044,-0.104779298
2375,2/24/2010,TEMP,10.574022,-0.779892457
2376,2/24/2010,GAS,26.547011,0.667796461
2377,2/25/2010,HUM,24.349504,0.244752419
2378,2/25/2010,TEMP,10.491556,0.043663685
2379,2/25/2010,GAS,26.724291,1.29702599
2380,2/26/2010,HUM,24.4091,1.220790607
2381,2/26/2010,TEMP,10.496137,1.658667374
2382,2/26/2010,GAS,27.070912,2.135672415
2383,3/1/2010,HUM,24.707084,-1.929709714
2384,3/1/2010,TEMP,10.670233,0.171748827
2385,3/1/2010,GAS,27.649058,-0.066993241
2386,3/2/2010,HUM,24.230309,0
2387,3/2/2010,TEMP,10.688559,-1.157312225
2388,3/2/2010,GAS,27.630535,0.229829064
2389,3/3/2010,HUM,24.230309,0.597330393
2390,3/3/2010,TEMP,10.564859,-0.607107014
2391,3/3/2010,GAS,27.694038,0.659250197
2392,3/4/2010,HUM,24.375044,-0.139708466
2393,3/4/2010,TEMP,10.500719,1.963351271
2394,3/4/2010,GAS,27.876611,3.910590136
2395,3/5/2010,HUM,24.34099,0.139903923
2396,3/5/2010,TEMP,10.706885,-0.213955786
2397,3/5/2010,GAS,28.966751,0.059368067
2398,3/8/2010,HUM,24.375044,0.593783544
2399,3/8/2010,TEMP,10.683977,1.286459153
2400,3/8/2010,GAS,28.983948,1.798433395
2401,3/9/2010,HUM,24.519779,0.590278567
2402,3/9/2010,TEMP,10.821422,2.582553383
2403,3/9/2010,GAS,29.505205,0.816066182
2404,3/10/2010,HUM,24.664514,0.72489164
2405,3/10/2010,TEMP,11.100891,0.165085848
2406,3/10/2010,GAS,29.745987,0.293548841
2407,3/11/2010,HUM,24.843305,0.308429172
2408,3/11/2010,TEMP,11.119217,0.041198944
2409,3/11/2010,GAS,29.833306,0.487803799
2410,3/12/2010,HUM,24.919929,0.068330853
2411,3/12/2010,TEMP,11.123798,0.576610614
2412,3/12/2010,GAS,29.978834,-1.218009346
2413,3/15/2010,HUM,24.936957,0.273132764
2414,3/15/2010,TEMP,11.187939,3.562649028
2415,3/15/2010,GAS,29.613689,0.272515863
2416,3/16/2010,HUM,25.005068,0.885248542
2417,3/16/2010,TEMP,11.586526,1.067610775
2418,3/16/2010,GAS,29.694391,-0.147024399
2419,3/17/2010,HUM,25.226425,-0.067492718
2420,3/17/2010,TEMP,11.710225,-2.112666494
2421,3/17/2010,GAS,29.650733,0.23647982
2422,3/18/2010,HUM,25.209399,-0.067546235
2423,3/18/2010,TEMP,11.462827,-0.199845989
2424,3/18/2010,GAS,29.720851,-1.068327418
2425,3/19/2010,HUM,25.192371,0.033795946
2426,3/19/2010,TEMP,11.439919,1.081301362
2427,3/19/2010,GAS,29.403335,1.124862197
2428,3/22/2010,HUM,25.200885,0.94594297
2429,3/22/2010,TEMP,11.563619,0.673534816
2430,3/22/2010,GAS,29.734082,1.60622413
2431,3/23/2010,HUM,25.439271,-0.769742969
2432,3/23/2010,TEMP,11.641504,-0.472258567
2433,3/23/2010,GAS,30.211678,0.442285927
2434,3/24/2010,HUM,25.243454,1.214164274
2435,3/24/2010,TEMP,11.586526,-4.270468991
2436,3/24/2010,GAS,30.3453,-1.185860743
2437,3/25/2010,HUM,25.549951,-1.166276209
2438,3/25/2010,TEMP,11.091727,1.569611297
2439,3/25/2010,GAS,29.985447,1.87513963
2440,3/26/2010,HUM,25.251968,-0.236009328
2441,3/26/2010,TEMP,11.265824,0.081334486
2442,3/26/2010,GAS,30.547716,0.645298653
2443,3/29/2010,HUM,25.192371,0.608315113
2444,3/29/2010,TEMP,11.274987,-0.203175401
2445,3/29/2010,GAS,30.74484,1.488877483
2446,3/30/2010,HUM,25.34562,-1.612361426
2447,3/30/2010,TEMP,11.252079,-1.180777348
2448,3/30/2010,GAS,31.202593,-0.36038992
2449,3/31/2010,HUM,24.936957,-0.443839238
2450,3/31/2010,TEMP,11.119217,-0.123614819
2451,3/31/2010,GAS,31.090142,0.412757845
2452,4/1/2010,HUM,24.826277,0.377229336
2453,4/1/2010,TEMP,11.105472,1.94697713
2454,4/1/2010,GAS,31.218469,1.067935138
2455,4/5/2010,HUM,24.919929,0.170823119
2456,4/5/2010,TEMP,11.321693,-0.040629966
2457,4/5/2010,GAS,31.551862,0.440275125
2458,4/6/2010,HUM,24.962498,0.10232149
2459,4/6/2010,TEMP,11.317093,1.260155766
2460,4/6/2010,GAS,31.690777,0.442513606
2461,4/7/2010,HUM,24.98804,1.94207709
2462,4/7/2010,TEMP,11.459706,-0.321151345
2463,4/7/2010,GAS,31.831013,-0.270161053
2464,4/8/2010,HUM,25.473327,1.403742825
2465,4/8/2010,TEMP,11.422903,-0.443013479
2466,4/8/2010,GAS,31.745018,0.766822687
2467,4/9/2010,HUM,25.830907,-0.06592103
2468,4/9/2010,TEMP,11.372298,-0.930418812
2469,4/9/2010,GAS,31.988446,0.206796541
2470,4/12/2010,HUM,25.813879,0.428761598
2471,4/12/2010,TEMP,11.266488,0.979985955
2472,4/12/2010,GAS,32.054597,0.057782664
2473,4/13/2010,HUM,25.924559,1.215106494
2474,4/13/2010,TEMP,11.376898,0.444804902
2475,4/13/2010,GAS,32.073119,1.344714869
2476,4/14/2010,HUM,26.23957,0.16223589
